"['Bobby', 'painted', 'the', 'ceiling', 'with', 'cracks', '.']",[False]
"['Nick', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
"['Suzanne', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Emily', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Laura', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Katherine', 'painted', 'the', 'ceiling', 'with', 'cracks', '.']",[False]
"['Martin', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Victoria', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Bruce', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
"['Susan', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Judith', 'painted', 'the', 'ceiling', 'with', 'cracks', '.']",[False]
"['Anna', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Bob', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
"['Bruce', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Larry', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Lawrence', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
"['Katie', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
"['Susan', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Louise', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Christopher', 'painted', 'the', 'ceiling', 'with', 'cracks', '.']",[False]
"['Sam', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Wendy', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Colin', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Charles', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Scott', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Katie', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Fiona', 'painted', 'the', 'table', 'with', 'cracks', '.']",[False]
"['Stephen', 'painted', 'the', 'ceiling', 'with', 'cracks', '.']",[False]
"['Howard', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
"['Steve', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
"['Sara', 'painted', 'the', 'ceiling', 'with', 'cracks', '.']",[False]
"['Andrea', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
"['Diane', 'painted', 'the', 'plate', 'with', 'flowers', '.']",[False]
"['Ashley', 'painted', 'the', 'wall', 'with', 'cracks', '.']",[False]
