"['Larry', 'cuddled', 'someone', '.']",[False]
"['Nick', 'cuddled', 'someone', '.']",[False]
"['Mark', 'cuddled', 'someone', '.']",[ True]
"['Mark', 'cuddled', 'someone', '.']",[ True]
"['Joe', 'cuddled', 'someone', '.']",[False]
"['Ed', 'cuddled', 'someone', '.']",[False]
"['Edwin', 'cuddled', 'someone', '.']",[ True]
"['Sandra', 'cuddled', 'someone', '.']",[ True]
"['Laura', 'cuddled', 'someone', '.']",[False]
"['Sue', 'cuddled', 'someone', '.']",[ True]
"['Susan', 'cuddled', 'someone', '.']",[False]
"['Kate', 'cuddled', 'someone', '.']",[False]
"['Tim', 'cuddled', 'someone', '.']",[False]
"['Rebecca', 'cuddled', 'someone', '.']",[False]
"['Lynn', 'cuddled', 'someone', '.']",[ True]
"['Kathy', 'cuddled', 'someone', '.']",[False]
"['Katherine', 'cuddled', 'someone', '.']",[ True]
"['Lawrence', 'cuddled', 'someone', '.']",[ True]
"['Roy', 'cuddled', 'someone', '.']",[False]
"['Keith', 'cuddled', 'someone', '.']",[ True]
"['Frederick', 'cuddled', 'someone', '.']",[ True]
"['Nick', 'cuddled', 'someone', '.']",[False]
"['Dan', 'cuddled', 'someone', '.']",[ True]
"['Charlie', 'cuddled', 'someone', '.']",[False]
"['Edward', 'cuddled', 'someone', '.']",[ True]
"['Lawrence', 'cuddled', 'someone', '.']",[ True]
"['Cynthia', 'cuddled', 'someone', '.']",[ True]
"['Jennifer', 'cuddled', 'someone', '.']",[False]
"['Alison', 'cuddled', 'someone', '.']",[False]
"['Anna', 'cuddled', 'someone', '.']",[False]
"['Frederick', 'cuddled', 'someone', '.']",[ True]
"['Jerry', 'cuddled', 'someone', '.']",[False]
"['Lynn', 'cuddled', 'someone', '.']",[ True]
"['Mark', 'cuddled', 'someone', '.']",[ True]
"['Ellen', 'cuddled', 'someone', '.']",[ True]
"['Albert', 'cuddled', 'someone', '.']",[ True]
"['Diane', 'cuddled', 'someone', '.']",[False]
"['Robert', 'cuddled', 'someone', '.']",[ True]
"['Albert', 'cuddled', 'someone', '.']",[ True]
"['Jill', 'cuddled', 'someone', '.']",[ True]
"['Gary', 'cuddled', 'someone', '.']",[ True]
"['Diane', 'cuddled', 'someone', '.']",[False]
"['William', 'cuddled', 'someone', '.']",[ True]
"['Jim', 'cuddled', 'someone', '.']",[False]
"['Dave', 'cuddled', 'someone', '.']",[False]
"['Patrick', 'cuddled', 'someone', '.']",[False]
"['Arthur', 'cuddled', 'someone', '.']",[ True]
"['Jerry', 'cuddled', 'someone', '.']",[False]
"['Donald', 'cuddled', 'someone', '.']",[False]
"['Walter', 'cuddled', 'someone', '.']",[ True]
