"['Tim', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Kim', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Sandra', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Alfred', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Brian', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Suzanne', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Nick', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Carolyn', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Jill', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Susan', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Deborah', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Martha', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Jerry', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['James', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Carl', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Jim', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Jennifer', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['James', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Ann', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Ron', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Charlotte', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Thomas', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Amy', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Daniel', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Carolyn', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Nick', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Benjamin', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Kim', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Cynthia', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Bill', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Leslie', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Laura', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Scott', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Eleanor', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Katherine', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Julie', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Stephen', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Katherine', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Amy', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Ryan', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Brian', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Hugh', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Sally', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Emily', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Ian', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Michael', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Matthew', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Sam', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Frances', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
"['Hugh', 'does', ""n't"", 'cuddle', 'someone', '.']",[False]
